variable,date,value1,value2,value3,value4,value5,value6
Transpiration2,20 Apr 1991, 0.10997,0.09399,0.11025,0.16546,0.11057,0.00000
Transpiration3,20 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,21 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,21 Apr 1991, 0.21360,0.18389,0.21739,0.32712,0.21920,0.00000
Transpiration3,21 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,22 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,22 Apr 1991, 0.11884,0.10316,0.12291,0.18621,0.12603,0.00000
Transpiration3,22 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,23 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,23 Apr 1991, 0.19130,0.16764,0.20136,0.30635,0.20811,0.00000
Transpiration3,23 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,24 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,24 Apr 1991, 0.17232,0.15263,0.18486,0.28337,0.19436,0.00000
Transpiration3,24 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,25 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,25 Apr 1991, 0.17511,0.15704,0.19185,0.29634,0.20508,0.00000
Transpiration3,25 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,26 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,26 Apr 1991, 0.49429,0.25790,0.22354,0.34492,0.24108,0.00000
Transpiration3,26 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,27 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,27 Apr 1991, 0.38959,0.23910,0.14750,0.21841,0.15458,0.00000
Transpiration3,27 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,28 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,28 Apr 1991, 0.20806,0.16642,0.10421,0.13869,0.09860,0.00000
Transpiration3,28 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,29 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,29 Apr 1991, 0.16101,0.13815,0.09379,0.11857,0.08425,0.00000
Transpiration3,29 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,30 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,30 Apr 1991, 0.44004,0.38289,0.27469,0.34491,0.24467,0.00000
Transpiration3,30 Apr 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 1 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 1 May 1991, 0.23670,0.20453,0.15398,0.19419,0.13945,0.00000
Transpiration3, 1 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 2 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 2 May 1991, 0.20061,0.17320,0.13539,0.17142,0.12358,0.00000
Transpiration3, 2 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 3 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 3 May 1991, 0.21713,0.19028,0.15370,0.19568,0.14148,0.00000
Transpiration3, 3 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 4 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 4 May 1991, 0.21294,0.19014,0.15823,0.20308,0.14757,0.00000
Transpiration3, 4 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 5 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 5 May 1991, 0.19878,0.18167,0.15535,0.20134,0.14721,0.00000
Transpiration3, 5 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 6 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 6 May 1991, 0.21991,0.20668,0.18124,0.23747,0.17480,0.00000
Transpiration3, 6 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 7 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 7 May 1991, 0.22771,0.22132,0.19878,0.26395,0.19628,0.00000
Transpiration3, 7 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 8 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 8 May 1991, 0.18050,0.18275,0.16795,0.22652,0.17071,0.00000
Transpiration3, 8 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 9 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 9 May 1991, 0.17069,0.10329,0.09582,0.13116,0.09999,0.00000
Transpiration3, 9 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,10 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,10 May 1991, 0.26714,0.13459,0.12469,0.17250,0.13204,0.00000
Transpiration3,10 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,11 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,11 May 1991, 0.19892,0.10958,0.10203,0.14298,0.11034,0.00000
Transpiration3,11 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,12 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,12 May 1991, 0.24871,0.14986,0.14094,0.19987,0.15520,0.00000
Transpiration3,12 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,13 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,13 May 1991, 0.13755,0.09192,0.08767,0.12625,0.09923,0.00000
Transpiration3,13 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,14 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,14 May 1991, 0.17713,0.13320,0.12915,0.18825,0.14881,0.00000
Transpiration3,14 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,15 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,15 May 1991, 0.14999,0.12824,0.12670,0.18769,0.15027,0.00000
Transpiration3,15 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,16 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,16 May 1991, 0.11044,0.10416,0.10499,0.15822,0.12844,0.00000
Transpiration3,16 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,17 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,17 May 1991, 0.09135,0.09681,0.09966,0.15265,0.12534,0.00000
Transpiration3,17 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,18 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,18 May 1991, 0.07291,0.08911,0.09380,0.14609,0.12135,0.00000
Transpiration3,18 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,19 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,19 May 1991, 0.06148,0.09008,0.09707,0.15378,0.12923,0.00000
Transpiration3,19 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,20 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,20 May 1991, 0.04363,0.08171,0.09027,0.14570,0.12412,0.00000
Transpiration3,20 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,21 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,21 May 1991, 0.16402,0.03402,0.03563,0.05856,0.05057,0.00000
Transpiration3,21 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,22 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,22 May 1991, 0.56149,0.23417,0.05219,0.07776,0.06720,0.00000
Transpiration3,22 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,23 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,23 May 1991, 0.24513,0.13918,0.06524,0.02974,0.02520,0.00000
Transpiration3,23 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,24 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,24 May 1991, 0.30276,0.25137,0.16220,0.05995,0.04157,0.00000
Transpiration3,24 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,25 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,25 May 1991, 0.17122,0.17041,0.13409,0.06259,0.02973,0.00000
Transpiration3,25 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,26 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,26 May 1991, 0.16630,0.17490,0.15642,0.09473,0.03369,0.00000
Transpiration3,26 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,27 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,27 May 1991, 0.28275,0.30053,0.29133,0.21870,0.06448,0.00000
Transpiration3,27 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,28 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,28 May 1991, 0.18193,0.17203,0.18334,0.16206,0.04316,0.00000
Transpiration3,28 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,29 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,29 May 1991, 0.25048,0.22515,0.24302,0.23655,0.06091,0.00000
Transpiration3,29 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,30 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,30 May 1991, 0.17430,0.15383,0.16238,0.16778,0.04339,0.00000
Transpiration3,30 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,31 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,31 May 1991, 0.19779,0.17835,0.18799,0.19885,0.05223,0.00000
Transpiration3,31 May 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 1 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 1 Jun 1991, 0.24660,0.22632,0.23882,0.25814,0.06900,0.00000
Transpiration3, 1 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 2 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 2 Jun 1991, 0.13970,0.13118,0.13889,0.15333,0.04186,0.00000
Transpiration3, 2 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 3 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 3 Jun 1991, 0.12656,0.11917,0.12674,0.14219,0.03943,0.00000
Transpiration3, 3 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 4 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 4 Jun 1991, 0.15834,0.14154,0.15106,0.17197,0.04842,0.00000
Transpiration3, 4 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 5 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 5 Jun 1991, 0.14132,0.13027,0.13973,0.16140,0.04622,0.00000
Transpiration3, 5 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 6 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 6 Jun 1991, 0.12565,0.11856,0.12792,0.14977,0.04359,0.00000
Transpiration3, 6 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 7 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 7 Jun 1991, 0.24391,0.14101,0.13996,0.16547,0.04891,0.00000
Transpiration3, 7 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 8 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 8 Jun 1991, 0.21548,0.10761,0.06672,0.05330,0.01465,0.00000
Transpiration3, 8 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 9 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 9 Jun 1991, 0.56156,0.40427,0.27113,0.21876,0.04389,0.00000
Transpiration3, 9 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,10 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,10 Jun 1991, 0.21418,0.16919,0.12483,0.11409,0.01661,0.00000
Transpiration3,10 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,11 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,11 Jun 1991, 0.60224,0.50774,0.40856,0.38808,0.08101,0.00000
Transpiration3,11 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,12 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,12 Jun 1991, 0.17449,0.14351,0.11913,0.11426,0.03760,0.00000
Transpiration3,12 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,13 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,13 Jun 1991, 0.18003,0.13049,0.12216,0.10840,0.05143,0.00000
Transpiration3,13 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,14 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,14 Jun 1991, 0.14433,0.14652,0.14370,0.14082,0.08007,0.00000
Transpiration3,14 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,15 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,15 Jun 1991, 0.23825,0.28745,0.30863,0.33190,0.21085,0.00000
Transpiration3,15 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,16 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,16 Jun 1991, 0.29381,0.37501,0.43734,0.51685,0.36193,0.00000
Transpiration3,16 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,17 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,17 Jun 1991, 0.08873,0.11398,0.14064,0.18236,0.13832,0.00000
Transpiration3,17 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,18 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,18 Jun 1991, 0.07816,0.09602,0.12186,0.17148,0.13786,0.00000
Transpiration3,18 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,19 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,19 Jun 1991, 0.06345,0.07254,0.09227,0.13945,0.11756,0.00000
Transpiration3,19 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,20 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,20 Jun 1991, 0.09381,0.09386,0.12010,0.19241,0.16823,0.00000
Transpiration3,20 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,21 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,21 Jun 1991, 0.09141,0.08251,0.10380,0.17431,0.15680,0.00000
Transpiration3,21 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,22 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,22 Jun 1991, 0.12554,0.10755,0.12929,0.22470,0.20597,0.00000
Transpiration3,22 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,23 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,23 Jun 1991, 0.22575,0.19716,0.21928,0.39579,0.36689,0.00000
Transpiration3,23 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,24 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,24 Jun 1991, 0.09064,0.07280,0.07369,0.13050,0.12185,0.00000
Transpiration3,24 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,25 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,25 Jun 1991, 0.22034,0.18843,0.18769,0.32709,0.30247,0.00000
Transpiration3,25 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,26 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,26 Jun 1991, 0.20847,0.17564,0.18069,0.31357,0.28891,0.00000
Transpiration3,26 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,27 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,27 Jun 1991, 0.18241,0.15565,0.16691,0.28595,0.25558,0.00000
Transpiration3,27 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,28 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,28 Jun 1991, 0.18744,0.16297,0.18088,0.30652,0.27153,0.00000
Transpiration3,28 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,29 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,29 Jun 1991, 0.22337,0.16566,0.16048,0.26674,0.23285,0.00000
Transpiration3,29 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,30 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,30 Jun 1991, 0.19596,0.14729,0.13226,0.21193,0.17804,0.00000
Transpiration3,30 Jun 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 1 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 1 Jul 1991, 0.08646,0.07604,0.07015,0.11145,0.08931,0.00000
Transpiration3, 1 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 2 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 2 Jul 1991, 0.08029,0.07477,0.07229,0.11512,0.09144,0.00000
Transpiration3, 2 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 3 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 3 Jul 1991, 0.10173,0.09060,0.09358,0.15171,0.12087,0.00000
Transpiration3, 3 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 4 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 4 Jul 1991, 0.13630,0.11661,0.12313,0.20472,0.16482,0.00000
Transpiration3, 4 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 5 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 5 Jul 1991, 0.20338,0.14593,0.13401,0.21446,0.17328,0.00000
Transpiration3, 5 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 6 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 6 Jul 1991, 0.09415,0.07700,0.07000,0.10788,0.08715,0.00000
Transpiration3, 6 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 7 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 7 Jul 1991, 0.10821,0.09919,0.09400,0.14368,0.11639,0.00000
Transpiration3, 7 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 8 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 8 Jul 1991, 0.06682,0.06406,0.06360,0.09878,0.08141,0.00000
Transpiration3, 8 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 9 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 9 Jul 1991, 0.25801,0.17125,0.14244,0.20076,0.16514,0.00000
Transpiration3, 9 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,10 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,10 Jul 1991, 0.45501,0.30625,0.23262,0.28314,0.22566,0.00000
Transpiration3,10 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,11 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,11 Jul 1991, 0.14209,0.10311,0.10033,0.09592,0.06037,0.00000
Transpiration3,11 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,12 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,12 Jul 1991, 0.08161,0.05916,0.05737,0.07340,0.04285,0.00000
Transpiration3,12 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,13 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,13 Jul 1991, 0.12880,0.10950,0.10618,0.13445,0.08836,0.00000
Transpiration3,13 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,14 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,14 Jul 1991, 0.06851,0.07386,0.07598,0.09320,0.06734,0.00000
Transpiration3,14 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,15 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,15 Jul 1991, 0.07224,0.08294,0.09038,0.11171,0.08530,0.00000
Transpiration3,15 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,16 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,16 Jul 1991, 0.07988,0.10085,0.11764,0.15102,0.12016,0.00000
Transpiration3,16 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,17 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,17 Jul 1991, 0.18051,0.23040,0.28289,0.38319,0.31618,0.00000
Transpiration3,17 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,18 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,18 Jul 1991, 0.13545,0.16643,0.21088,0.30402,0.26036,0.00000
Transpiration3,18 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,19 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,19 Jul 1991, 0.17611,0.20492,0.26095,0.39962,0.35296,0.00000
Transpiration3,19 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,20 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,20 Jul 1991, 0.17326,0.17125,0.22593,0.36582,0.33220,0.00000
Transpiration3,20 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,21 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,21 Jul 1991, 0.18250,0.16826,0.21443,0.36529,0.33879,0.00000
Transpiration3,21 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,22 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,22 Jul 1991, 0.12537,0.11076,0.13322,0.23505,0.22107,0.00000
Transpiration3,22 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,23 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,23 Jul 1991, 0.18268,0.15224,0.16502,0.29879,0.28141,0.00000
Transpiration3,23 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,24 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,24 Jul 1991, 0.20388,0.17294,0.18363,0.33344,0.31375,0.00000
Transpiration3,24 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,25 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,25 Jul 1991, 0.12873,0.10939,0.11998,0.20756,0.19740,0.00000
Transpiration3,25 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,26 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,26 Jul 1991, 0.14572,0.12742,0.14445,0.24778,0.22518,0.00000
Transpiration3,26 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,27 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,27 Jul 1991, 0.18082,0.16248,0.18961,0.32261,0.28976,0.00000
Transpiration3,27 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,28 Jul 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,28 Jul 1991, 0.16114,0.13222,0.15751,0.26645,0.23735,0.00000
